id,loc,call_num,a,b,c,d
2017797953,fsa2000029130/PP,LC-USF34-047541-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797954,fsa2000029131/PP,LC-USF34-047542-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797955,fsa2000029132/PP,LC-USF34-047543-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797956,fsa2000029133/PP,LC-USF34-047544-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797957,fsa2000029134/PP,LC-USF34-047545-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797960,fsa2000029137/PP,LC-USF34-047548-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797963,fsa2000029140/PP,LC-USF34-047551-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797965,fsa2000029142/PP,LC-USF34-047553-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797966,fsa2000029143/PP,LC-USF34-047554-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797967,fsa2000029144/PP,LC-USF34-047555-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797968,fsa2000029145/PP,LC-USF34-047556-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797974,fsa2000029151/PP,LC-USF34-047562-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797977,fsa2000029154/PP,LC-DIG-fsa-8c08391,Puerto Rico,Ponce Municipality,NA,Guanica
2017797983,fsa2000029160/PP,LC-USF34-047571-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797987,fsa2000029164/PP,LC-USF34-047575-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797989,fsa2000029166/PP,LC-USF34-047577-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797990,fsa2000029167/PP,LC-USF34-047578-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797992,fsa2000029169/PP,LC-USF34-047580-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797993,fsa2000029170/PP,LC-USF34-047581-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797994,fsa2000029171/PP,LC-USF34-047582-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797995,fsa2000029172/PP,LC-USF34-047583-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797998,fsa2000029175/PP,LC-USF34-047586-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017797999,fsa2000029176/PP,LC-USF34-047587-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798000,fsa2000029177/PP,LC-USF34-047588-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798001,fsa2000029178/PP,LC-USF34-047589-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798002,fsa2000029179/PP,LC-USF34-047590-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798009,fsa2000029186/PP,LC-USF34-047597-D,Puerto Rico,Mayaguez Municipality,NA,Santurce
2017798010,fsa2000029187/PP,LC-USF34-047598-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798011,fsa2000029188/PP,LC-USF34-047599-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798014,fsa2000029191/PP,LC-USF34-047602-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798015,fsa2000029192/PP,LC-USF34-047603-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798017,fsa2000029194/PP,LC-USF34-047605-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798018,fsa2000029195/PP,LC-USF34-047606-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798020,fsa2000029197/PP,LC-USF34-047608-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798021,fsa2000029198/PP,LC-USF34-047609-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798024,fsa2000029201/PP,LC-USF34-047612-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798025,fsa2000029202/PP,LC-USF34-047613-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798026,fsa2000029203/PP,LC-USF34-047614-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798028,fsa2000029205/PP,LC-USF34-047616-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798030,fsa2000029207/PP,LC-USF34-047618-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798032,fsa2000029209/PP,LC-USF34-047620-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798033,fsa2000029210/PP,LC-USF34-047621-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798035,fsa2000029212/PP,LC-USF34-047623-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798040,fsa2000029217/PP,LC-USF34-047628-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798041,fsa2000029218/PP,LC-USF34-047629-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798043,fsa2000029220/PP,LC-USF34-047631-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798048,fsa2000029225/PP,LC-USF34-047636-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798049,fsa2000029226/PP,LC-USF34-047637-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798053,fsa2000029230/PP,LC-USF34-047641-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798054,fsa2000029231/PP,LC-USF34-047642-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798056,fsa2000029233/PP,LC-USF34-047644-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798057,fsa2000029234/PP,LC-USF34-047645-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798062,fsa2000029239/PP,LC-USF34-047650-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798063,fsa2000029240/PP,LC-USF34-047651-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798067,fsa2000029244/PP,LC-DIG-fsa-8c08481,Puerto Rico,Ponce Municipality,NA,Guanica
2017798071,fsa2000029248/PP,LC-USF34-047659-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798072,fsa2000029249/PP,LC-USF34-047660-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798073,fsa2000029250/PP,LC-USF34-047661-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798076,fsa2000029253/PP,LC-USF34-047664-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798077,fsa2000029254/PP,LC-USF34-047665-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798079,fsa2000029256/PP,LC-USF34-047667-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798081,fsa2000029258/PP,LC-USF34-047669-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798082,fsa2000029259/PP,LC-USF34-047670-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798084,fsa2000029261/PP,LC-USF34-047672-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798087,fsa2000029264/PP,LC-USF34-047675-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798089,fsa2000029266/PP,LC-USF34-047677-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798090,fsa2000029267/PP,LC-USF34-047678-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798094,fsa2000029271/PP,LC-USF34-047682-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798095,fsa2000029272/PP,LC-USF34-047683-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798099,fsa2000029276/PP,LC-USF34-047687-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798102,fsa2000029279/PP,LC-USF34-047690-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798105,fsa2000029282/PP,LC-USF34-047693-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798106,fsa2000029283/PP,LC-USF34-047694-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798108,fsa2000029285/PP,LC-USF34-047696-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798113,fsa2000029290/PP,LC-USF34-047701-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798114,fsa2000029291/PP,LC-USF34-047702-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798116,fsa2000029293/PP,LC-USF34-047704-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798120,fsa2000029297/PP,LC-USF34-047708-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798122,fsa2000029299/PP,LC-USF34-047710-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798123,fsa2000029300/PP,LC-USF34-047711-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798125,fsa2000029302/PP,LC-USF34-047713-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798126,fsa2000029303/PP,LC-USF34-047714-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798129,fsa2000029306/PP,LC-USF34-047717-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798130,fsa2000029307/PP,LC-USF34-047718-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798134,fsa2000029311/PP,LC-USF34-047722-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798135,fsa2000029312/PP,LC-USF34-047723-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798137,fsa2000029314/PP,LC-USF34-047725-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798138,fsa2000029315/PP,LC-USF34-047726-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798141,fsa2000029318/PP,LC-USF34-047729-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798144,fsa2000029321/PP,LC-USF34-047732-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798147,fsa2000029324/PP,LC-USF34-047735-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798148,fsa2000029325/PP,LC-USF34-047736-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798152,fsa2000029329/PP,LC-USF34-047740-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798153,fsa2000029330/PP,LC-USF34-047741-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798154,fsa2000029331/PP,LC-USF34-047742-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798157,fsa2000029334/PP,LC-USF34-047745-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798159,fsa2000029336/PP,LC-USF34-047747-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798160,fsa2000029337/PP,LC-USF34-047748-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798161,fsa2000029338/PP,LC-USF34-047749-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798162,fsa2000029339/PP,LC-USF34-047750-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798163,fsa2000029340/PP,LC-USF34-047751-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798164,fsa2000029341/PP,LC-USF34-047752-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798165,fsa2000029342/PP,LC-USF34-047753-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798166,fsa2000029343/PP,LC-USF34-047754-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798168,fsa2000029345/PP,LC-USF34-047756-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798169,fsa2000029346/PP,LC-USF34-047757-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798170,fsa2000029347/PP,LC-USF34-047758-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798171,fsa2000029348/PP,LC-USF34-047759-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798172,fsa2000029349/PP,LC-USF34-047760-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798173,fsa2000029350/PP,LC-USF34-047761-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798174,fsa2000029351/PP,LC-USF34-047762-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798175,fsa2000029352/PP,LC-USF34-047763-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798176,fsa2000029353/PP,LC-USF34-047764-D,Puerto Rico,San Juan Municipality,NA,San Juan
2017798177,fsa2000029354/PP,LC-USF34-047765-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798180,fsa2000029357/PP,LC-USF34-047768-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798181,fsa2000029358/PP,LC-USF34-047769-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798183,fsa2000029360/PP,LC-USF34-047771-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798184,fsa2000029361/PP,LC-USF34-047772-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798185,fsa2000029362/PP,LC-USF34-047773-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798186,fsa2000029363/PP,LC-USF34-047774-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798188,fsa2000029365/PP,LC-USF34-047776-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798191,fsa2000029368/PP,LC-USF34-047779-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798192,fsa2000029369/PP,LC-USF34-047780-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798195,fsa2000029372/PP,LC-USF34-047783-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798198,fsa2000029375/PP,LC-USF34-047786-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798206,fsa2000029383/PP,LC-USF34-047794-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798208,fsa2000029385/PP,LC-USF34-047796-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798211,fsa2000029388/PP,LC-USF34-047799-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798212,fsa2000029389/PP,LC-USF34-047800-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798214,fsa2000029391/PP,LC-USF34-047802-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798216,fsa2000029393/PP,LC-USF34-047804-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798221,fsa2000029398/PP,LC-USF34-047809-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798228,fsa2000029405/PP,LC-USF34-047816-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798229,fsa2000029406/PP,LC-USF34-047817-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798245,fsa2000029422/PP,LC-USF34-047833-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798246,fsa2000029423/PP,LC-USF34-047834-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798248,fsa2000029425/PP,LC-USF34-047836-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798260,fsa2000029437/PP,LC-USF34-047848-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798262,fsa2000029439/PP,LC-USF34-047850-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798266,fsa2000029443/PP,LC-USF34-047854-D,Puerto Rico,Ponce Municipality,NA,Guayanilla
2017798270,fsa2000029447/PP,LC-USF34-047858-D,Puerto Rico,Ponce Municipality,NA,Guayanilla
2017798271,fsa2000029448/PP,LC-USF34-047859-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798272,fsa2000029449/PP,LC-USF34-047860-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798275,fsa2000029452/PP,LC-USF34-047863-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798276,fsa2000029453/PP,LC-USF34-047864-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798290,fsa2000029467/PP,LC-USF34-047878-D,Puerto Rico,NA,NA,NA
2017798294,fsa2000029471/PP,LC-USF34-047882-D,Puerto Rico,Ponce Municipality,NA,Guayanilla
2017798295,fsa2000029472/PP,LC-USF34-047883-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798296,fsa2000029473/PP,LC-USF34-047884-D,Puerto Rico,Ponce Municipality,NA,Guayanilla
2017798297,fsa2000029474/PP,LC-USF34-047885-D,Puerto Rico,Ponce Municipality,NA,Guayanilla
2017798298,fsa2000029475/PP,LC-USF34-047886-D,Puerto Rico,Ponce Municipality,NA,Guayanilla
2017798299,fsa2000029476/PP,LC-USF34-047887-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798302,fsa2000029479/PP,LC-USF34-047890-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798303,fsa2000029480/PP,LC-USF34-047891-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798304,fsa2000029481/PP,LC-USF34-047892-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798311,fsa2000029488/PP,LC-USF34-047899-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798320,fsa2000029497/PP,LC-USF34-047908-D,Puerto Rico,Ponce Municipality,NA,Guanica
2017798321,fsa2000029498/PP,LC-USF34-047909-D,Puerto Rico,NA,NA,NA
2017798323,fsa2000029500/PP,LC-USF34-047911-D,Puerto Rico,Lajas Municipality,NA,Lajas
2017798324,fsa2000029501/PP,LC-USF34-047912-D,Puerto Rico,Lajas Municipality,NA,Lajas
2017798325,fsa2000029502/PP,LC-USF34-047913-D,Puerto Rico,Ponce Municipality,NA,Lares
2017798326,fsa2000029503/PP,LC-USF34-047914-D,Puerto Rico,Ponce Municipality,NA,Lares
2017798327,fsa2000029504/PP,LC-USF34-047915-D,Puerto Rico,Ponce Municipality,NA,Lares
2017798329,fsa2000029506/PP,LC-USF34-047917-D,Puerto Rico,Lajas Municipality,NA,Lajas
2017798335,fsa2000029512/PP,LC-USF34-047923-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798337,fsa2000029514/PP,LC-USF34-047925-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798338,fsa2000029515/PP,LC-USF34-047926-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798339,fsa2000029516/PP,LC-USF34-047927-D,Puerto Rico,Lajas Municipality,NA,Lajas
2017798340,fsa2000029517/PP,LC-USF34-047928-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798343,fsa2000029520/PP,LC-USF34-047931-D,Puerto Rico,San German Municipality,NA,San German
2017798344,fsa2000029521/PP,LC-USF34-047932-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798345,fsa2000029522/PP,LC-USF34-047933-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798347,fsa2000029524/PP,LC-USF34-047935-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798348,fsa2000029525/PP,LC-USF34-047936-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798350,fsa2000029527/PP,LC-USF34-047938-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798363,fsa2000029540/PP,LC-USF34-047951-D,Puerto Rico,Lajas Municipality,NA,Lajas
2017798367,fsa2000029544/PP,LC-USF34-047955-D,Puerto Rico,Ponce Municipality,NA,Lares
2017798369,fsa2000029546/PP,LC-USF34-047957-D,Puerto Rico,NA,NA,NA
2017798370,fsa2000029547/PP,LC-USF34-047958-D,Puerto Rico,NA,NA,NA
2017798374,fsa2000029551/PP,LC-USF34-047962-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798376,fsa2000029553/PP,LC-USF34-047964-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798377,fsa2000029554/PP,LC-USF34-047965-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798378,fsa2000029555/PP,LC-USF34-047966-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798379,fsa2000029556/PP,LC-USF34-047967-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798380,fsa2000029557/PP,LC-USF34-047968-D,Puerto Rico,Cabo Rojo Municipality,NA,Cabo Rojo
2017798382,fsa2000029559/PP,LC-USF34-047970-D,Puerto Rico,San German Municipality,NA,San German
2017798385,fsa2000029562/PP,LC-USF34-047973-D,Puerto Rico,Ponce Municipality,NA,Yauco
2017798393,fsa2000029570/PP,LC-USF34-047981-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798396,fsa2000029573/PP,LC-USF34-047984-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798397,fsa2000029574/PP,LC-USF34-047985-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798398,fsa2000029575/PP,LC-USF34-047986-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798404,fsa2000029581/PP,LC-USF34-047992-D,Puerto Rico,NA,NA,San Sebastian
2017798405,fsa2000029582/PP,LC-USF34-047993-D,Puerto Rico,NA,NA,San Sebastian
2017798408,fsa2000029585/PP,LC-USF34-047996-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798411,fsa2000029588/PP,LC-USF34-047999-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798413,fsa2000029590/PP,LC-USF34-048001-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798416,fsa2000029593/PP,LC-USF34-048004-D,Puerto Rico,NA,NA,San Sebastian
2017798417,fsa2000029594/PP,LC-USF34-048005-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798420,fsa2000029597/PP,LC-USF34-048008-D,Puerto Rico,NA,NA,San Sebastian
2017798424,fsa2000029601/PP,LC-USF34-048012-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798425,fsa2000029602/PP,LC-USF34-048013-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798427,fsa2000029604/PP,LC-USF34-048015-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798430,fsa2000029607/PP,LC-USF34-048018-D,Puerto Rico,NA,NA,San Sebastian
2017798431,fsa2000029608/PP,LC-USF34-048019-D,Puerto Rico,NA,NA,San Sebastian
2017798433,fsa2000029610/PP,LC-USF34-048021-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798438,fsa2000029615/PP,LC-USF34-048026-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798439,fsa2000029616/PP,LC-USF34-048027-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798441,fsa2000029618/PP,LC-USF34-048029-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798442,fsa2000029619/PP,LC-USF34-048030-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798443,fsa2000029620/PP,LC-USF34-048031-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798444,fsa2000029621/PP,LC-USF34-048032-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798447,fsa2000029624/PP,LC-USF34-048035-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798448,fsa2000029625/PP,LC-USF34-048036-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798449,fsa2000029626/PP,LC-USF34-048037-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798450,fsa2000029627/PP,LC-USF34-048038-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798454,fsa2000029631/PP,LC-USF34-048042-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798456,fsa2000029633/PP,LC-USF34-048044-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798459,fsa2000029636/PP,LC-USF34-048047-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798461,fsa2000029638/PP,LC-USF34-048049-D,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798462,fsa2000029639/PP,LC-USF34-048050-D,Puerto Rico,NA,NA,San Sebastian
2017798464,fsa2000029641/PP,LC-USF34-048052-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798467,fsa2000029644/PP,LC-USF34-048055-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798468,fsa2000029645/PP,LC-USF34-048056-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798472,fsa2000029649/PP,LC-USF34-048060-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798474,fsa2000029651/PP,LC-USF34-048062-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798476,fsa2000029653/PP,LC-USF34-048064-D,Puerto Rico,Ponce Municipality,NA,Utuado
2017798477,fsa2000029654/PP,LC-USF34-048065-D,Puerto Rico,NA,NA,San Sebastian
2017798478,fsa2000029655/PP,LC-USF34-048066-E,Puerto Rico,NA,NA,San Sebastian
2017798480,fsa2000029657/PP,LC-USF34-048068-E,Puerto Rico,NA,NA,San Sebastian
2017798484,fsa2000029661/PP,LC-USF34-048072-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798485,fsa2000029662/PP,LC-USF34-048073-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798489,fsa2000029666/PP,LC-USF34-048077-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798491,fsa2000029668/PP,LC-USF34-048079-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798493,fsa2000029670/PP,LC-USF34-048081-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798494,fsa2000029671/PP,LC-USF34-048082-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798496,fsa2000029673/PP,LC-USF34-048084-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798499,fsa2000029676/PP,LC-USF34-048087-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798502,fsa2000029679/PP,LC-USF34-048090-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798506,fsa2000029683/PP,LC-USF34-048094-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798509,fsa2000029686/PP,LC-DIG-ppmsca-01534,Puerto Rico,Ponce Municipality,NA,Utuado
2017798511,fsa2000029688/PP,LC-USF34-048099-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798512,fsa2000029689/PP,LC-USF34-048100-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798513,fsa2000029690/PP,LC-USF34-048101-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798514,fsa2000029691/PP,LC-USF34-048102-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798516,fsa2000029693/PP,LC-USF34-048104-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798517,fsa2000029694/PP,LC-USF34-048105-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798521,fsa2000029698/PP,LC-USF34-048109-E,Puerto Rico,Manati Municipality,NA,Manati
2017798534,fsa2000029711/PP,LC-USF34-048122-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798535,fsa2000029712/PP,LC-USF34-048123-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798537,fsa2000029714/PP,LC-USF34-048125-E,Puerto Rico,San Juan Municipality,NA,San Juan
2017798538,fsa2000029715/PP,LC-USF34-048126-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798540,fsa2000029717/PP,LC-USF34-048128-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798543,fsa2000029720/PP,LC-USF34-048131-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798546,fsa2000029723/PP,LC-USF34-048134-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798547,fsa2000029724/PP,LC-USF34-048135-E,Puerto Rico,NA,NA,San Sebastian
2017798549,fsa2000029726/PP,LC-USF34-048137-E,Puerto Rico,Ponce Municipality,NA,Utuado
2017798550,fsa2000029727/PP,LC-USF34-048138-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798552,fsa2000029729/PP,LC-USF34-048140-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798553,fsa2000029730/PP,LC-USF34-048141-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798554,fsa2000029731/PP,LC-USF34-048142-E,Puerto Rico,Arecibo Municipality,NA,Arecibo
2017798559,fsa2000029736/PP,LC-USF34-048147-E,Puerto Rico,NA,NA,San Sebastian
2017798562,fsa2000029739/PP,LC-USF34-048150-E,Puerto Rico,NA,NA,San Sebastian
2017798563,fsa2000029740/PP,LC-USF34-048151-E,Puerto Rico,NA,NA,San Sebastian
